scan_name,plane,scan_point,correction_x,correction_y
8999_28Jun23_222504_28Jun23_223127,1,0,0.560895574433562,0.09464102440082889
8999_28Jun23_222504_28Jun23_223127,1,1,0.3885390933355548,0.25921651624927255
8999_28Jun23_222504_28Jun23_223127,1,2,0.013516043658123866,0.038566270974741856
8999_28Jun23_222504_28Jun23_223127,1,3,-0.7721190147120943,0.10986301410636819
8999_28Jun23_222504_28Jun23_223127,1,4,-0.48559622491872734,0.08734659826179463
8999_28Jun23_222504_28Jun23_223127,1,5,-0.7555851604135327,0.5819995831653458
8999_28Jun23_222504_28Jun23_223127,1,6,-1.0969717377074875,0.2503199526982438
8999_28Jun23_222504_28Jun23_223127,1,7,-1.0551886136241644,0.36131900533708927
8999_28Jun23_222504_28Jun23_223127,1,8,-1.090956098363998,-0.256545212694194
8999_28Jun23_222504_28Jun23_223127,1,9,-0.3507066086243238,0.061282223253881975
8999_28Jun23_222504_28Jun23_223127,1,10,-0.24218388211304231,-0.42062268826499727
8999_28Jun23_222504_28Jun23_223127,1,11,-0.11123639975997579,0.08280459812503214
8999_28Jun23_222504_28Jun23_223127,1,12,0.19119224233613008,0.25671845968405427
8999_28Jun23_222504_28Jun23_223127,1,13,0.406106928964145,0.21428837748895027
8999_28Jun23_222504_28Jun23_223127,1,14,0.24374932776380365,0.33944303684078636
8999_28Jun23_222504_28Jun23_223127,2,0,-0.026152579082002067,-0.06585498442987503
8999_28Jun23_222504_28Jun23_223127,2,1,-0.3260944912581419,-0.22043972033333747
8999_28Jun23_222504_28Jun23_223127,2,2,-0.08838255585890462,-0.5177036716946526
8999_28Jun23_222504_28Jun23_223127,2,3,-0.05104829659434429,0.1319186546264728
8999_28Jun23_222504_28Jun23_223127,2,4,-0.09407239775114296,0.3919362462963816
8999_28Jun23_222504_28Jun23_223127,2,5,-0.10469720933577924,0.1075079680117122
8999_28Jun23_222504_28Jun23_223127,2,6,-0.12096158607647625,0.5072058177150347
8999_28Jun23_222504_28Jun23_223127,2,7,-0.04993534450644038,0.17125239900105377
8999_28Jun23_222504_28Jun23_223127,2,8,0.2646874690848219,0.7945419644829789
8999_28Jun23_222504_28Jun23_223127,2,9,-0.1600807053422264,0.6064462098544915
8999_28Jun23_222504_28Jun23_223127,2,10,0.5828095755786917,0.5159992214833903
8999_28Jun23_222504_28Jun23_223127,2,11,0.09624702870359206,0.5071433015782639
8999_28Jun23_222504_28Jun23_223127,2,12,0.13093747555046276,1.3099714427023679
8999_28Jun23_222504_28Jun23_223127,2,13,-1.2985470418210465,1.596131804453893
8999_28Jun23_222504_28Jun23_223127,2,14,-0.021870992355630725,1.307921137322282
8999_28Jun23_230143_28Jun23_232943,1,0,1.3128808582767992,0.6158397055458112
8999_28Jun23_230143_28Jun23_232943,1,1,0.32410561764600887,-0.15435767084951968
8999_28Jun23_230143_28Jun23_232943,1,2,-0.3118063438075358,-0.47372560224839216
8999_28Jun23_230143_28Jun23_232943,1,3,-0.556567154332166,-0.4624637719641147
8999_28Jun23_230143_28Jun23_232943,1,4,-0.9535283399135508,-0.03814111205711982
8999_28Jun23_230143_28Jun23_232943,1,5,-1.3703903731824285,-0.08833597927418131
8999_28Jun23_230143_28Jun23_232943,1,6,-1.3007698937453072,-0.6382661128914313
8999_28Jun23_230143_28Jun23_232943,1,7,-1.5746311915559725,-0.692968415366041
8999_28Jun23_230143_28Jun23_232943,1,8,-1.5357722889049046,-0.9526039360378727
8999_28Jun23_230143_28Jun23_232943,1,9,-1.6055087304449045,-0.6930429065290433
8999_28Jun23_230143_28Jun23_232943,1,10,-1.5311241826482247,-0.8777995005792869
8999_28Jun23_230143_28Jun23_232943,1,11,-1.1396036465102442,-0.855442220524142
8999_28Jun23_230143_28Jun23_232943,1,12,-0.720292415265591,-0.6699488993438998
8999_28Jun23_230143_28Jun23_232943,1,13,-0.25202172265033007,-0.5295438069904838
8999_28Jun23_230143_28Jun23_232943,1,14,-0.20552334838432051,-0.5624378842983234
8999_28Jun23_230143_28Jun23_232943,1,15,-0.07066654017542917,0.1720125544445707
8999_28Jun23_230143_28Jun23_232943,1,16,0.30710767370145664,0.16055804317453934
8999_28Jun23_230143_28Jun23_232943,1,17,0.7754135639930354,-0.12928301404369671
8999_28Jun23_230143_28Jun23_232943,1,18,0.3686600381029581,-0.10215383850174288
8999_28Jun23_230143_28Jun23_232943,1,19,0.4864444775108112,-0.08898736875981685
8999_28Jun23_230143_28Jun23_232943,1,20,0.9535270254917849,-0.6816667346242952
8999_28Jun23_230143_28Jun23_232943,1,21,1.151188297648903,-0.7502399543902906
8999_28Jun23_230143_28Jun23_232943,1,22,0.617397350285237,-1.0110002445020492
8999_28Jun23_230143_28Jun23_232943,1,23,0.7086971738289316,-0.31094231300757347
8999_28Jun23_230143_28Jun23_232943,1,24,0.3334740835209127,0.14056587090719663
8999_28Jun23_230143_28Jun23_232943,2,0,0.3866931149933388,-0.7830147502593809
8999_28Jun23_230143_28Jun23_232943,2,1,-0.017255818996181456,-1.1904879902835397
8999_28Jun23_230143_28Jun23_232943,2,2,0.3552634381672502,-1.7408555940683634
8999_28Jun23_230143_28Jun23_232943,2,3,0.4268562204233324,-1.9105192822835848
8999_28Jun23_230143_28Jun23_232943,2,4,0.26661506829384995,-1.9769261554008766
8999_28Jun23_230143_28Jun23_232943,2,5,0.07966309099931367,-1.9587576190966682
8999_28Jun23_230143_28Jun23_232943,2,6,0.23444907719868913,-0.8203155996416855
8999_28Jun23_230143_28Jun23_232943,2,7,-0.06912424854373274,-1.2847458691761238
8999_28Jun23_230143_28Jun23_232943,2,8,0.33925450957967823,-0.8531006351292225
8999_28Jun23_230143_28Jun23_232943,2,9,0.5881086199148318,-1.3350751993055632
8999_28Jun23_230143_28Jun23_232943,2,10,0.668669548622436,-1.419944398005288
8999_28Jun23_230143_28Jun23_232943,2,11,0.5540693908112198,-2.007902743346092
8999_28Jun23_230143_28Jun23_232943,2,12,0.32176768063835703,-1.4723773074244064
8999_28Jun23_230143_28Jun23_232943,2,13,0.23467657846401796,-1.4757576374716772
8999_28Jun23_230143_28Jun23_232943,2,14,0.2980742696176655,-1.4290068698144185
8999_28Jun23_230143_28Jun23_232943,2,15,0.7965332544716028,-0.8392994882593235
8999_28Jun23_230143_28Jun23_232943,2,16,0.5818381083306706,-0.8134111423481472
8999_28Jun23_230143_28Jun23_232943,2,17,0.6705657126535028,-0.4068370722177944
8999_28Jun23_230143_28Jun23_232943,2,18,0.5177622339183866,-0.8344357143134362
8999_28Jun23_230143_28Jun23_232943,2,19,0.31976172294041166,-0.375709571223487
8999_28Jun23_230143_28Jun23_232943,2,20,0.3244271679453293,-0.36876597044974146
8999_28Jun23_230143_28Jun23_232943,2,21,0.23943495476223878,-0.6384621423493053
8999_28Jun23_230143_28Jun23_232943,2,22,0.22751715557017854,-0.5476725052624698
8999_28Jun23_230143_28Jun23_232943,2,23,0.05376780682903726,-0.5909470726795929
8999_28Jun23_230143_28Jun23_232943,2,24,-0.6627842225636709,-0.944933883176402
8999_28Jun23_235337_29Jun23_001656,1,0,1.9037574158878856,0.1273802898180132
8999_28Jun23_235337_29Jun23_001656,1,1,1.4640132212797585,0.47811396768604464
8999_28Jun23_235337_29Jun23_001656,1,2,1.0641713883452752,0.2260750094887909
8999_28Jun23_235337_29Jun23_001656,1,3,0.8034126630228067,-0.48256898333909337
8999_28Jun23_235337_29Jun23_001656,1,4,1.0396277690587763,-0.5252209123585982
8999_28Jun23_235337_29Jun23_001656,1,5,0.31464951984956635,-0.8515261524855849
8999_28Jun23_235337_29Jun23_001656,1,6,0.29854272309784435,-1.2402919144070128
8999_28Jun23_235337_29Jun23_001656,1,7,0.28205353157070845,-1.5420965432603602
8999_28Jun23_235337_29Jun23_001656,1,8,0.17296051030576964,-1.6136569406606793
8999_28Jun23_235337_29Jun23_001656,1,9,-0.27170025490550614,-2.00954628191842
8999_28Jun23_235337_29Jun23_001656,1,10,-0.6007643532275966,-2.269089340790578
8999_28Jun23_235337_29Jun23_001656,1,11,-0.9652761726637211,-2.498861785912951
8999_28Jun23_235337_29Jun23_001656,1,12,-1.560167839189031,-2.4935757448451152
8999_28Jun23_235337_29Jun23_001656,1,13,-1.3457425870593807,-1.7987306068093825
8999_28Jun23_235337_29Jun23_001656,1,14,-1.4740261827046532,-1.9589416740076817
8999_28Jun23_235337_29Jun23_001656,1,15,-1.9657240282434305,-2.0749788251224683
8999_28Jun23_235337_29Jun23_001656,1,16,-1.8416200192544474,-1.6591828331867924
8999_28Jun23_235337_29Jun23_001656,1,17,-1.8794709363828543,-1.623294107558293
8999_28Jun23_235337_29Jun23_001656,1,18,-2.4986653814035447,-1.6420818706851663
8999_28Jun23_235337_29Jun23_001656,1,19,-2.914525030414103,-1.9935610892878457
8999_28Jun23_235337_29Jun23_001656,1,20,-2.6417234393235347,-1.5140617174499715
8999_28Jun23_235337_29Jun23_001656,1,21,-2.035260244979409,-1.504767720049982
8999_28Jun23_235337_29Jun23_001656,1,22,-1.781541294974015,-1.962458436315262
8999_28Jun23_235337_29Jun23_001656,1,23,-1.364623575265761,-1.6148072332017316
8999_28Jun23_235337_29Jun23_001656,1,24,-0.97470433536051,-1.6827078805825568
8999_28Jun23_235337_29Jun23_001656,2,0,0.6019605483883472,0.20102220013409888
8999_28Jun23_235337_29Jun23_001656,2,1,0.7333493337175201,0.4262260733869372
8999_28Jun23_235337_29Jun23_001656,2,2,0.5376179531010883,0.4620803046052335
8999_28Jun23_235337_29Jun23_001656,2,3,0.3101961041744872,0.15973560321203006
8999_28Jun23_235337_29Jun23_001656,2,4,0.11421241796230608,0.0714992467049369
8999_28Jun23_235337_29Jun23_001656,2,5,0.296144730787401,-0.17548177941707765
8999_28Jun23_235337_29Jun23_001656,2,6,0.23416199288130157,0.3351618589771399
8999_28Jun23_235337_29Jun23_001656,2,7,-0.03287788870945385,0.13546821500134976
8999_28Jun23_235337_29Jun23_001656,2,8,-0.7344864228857051,-0.15049128381018628
8999_28Jun23_235337_29Jun23_001656,2,9,-0.6688610830153235,-0.01754036409847698
8999_28Jun23_235337_29Jun23_001656,2,10,-0.6536864614478666,0.16418346965416108
8999_28Jun23_235337_29Jun23_001656,2,11,-0.8793013596473838,-0.26966975314955677
8999_28Jun23_235337_29Jun23_001656,2,12,-0.9433285104035695,-0.08537706273991881
